State_UT,Fiscal Year,Scheme,Scheme Description,Estimate,Value,Unit
Uttar Pradesh,2016-17,Sabri Sankalp Abhiyaan,The Sabri Sankalp Abhiyaan was launched in Uttar pradesh to eradicate malnutrition initially started in 29 districts. Under this scheme the amount is directly transferred to the beneficiary's account.,Budget Estimates,NA,In Rs. Crore
Uttar Pradesh,2016-17,Sabri Sankalp Abhiyaan,The Sabri Sankalp Abhiyaan was launched in Uttar pradesh to eradicate malnutrition initially started in 29 districts. Under this scheme the amount is directly transferred to the beneficiary's account.,Revised Estimates,NA,In Rs. Crore
Uttar Pradesh,2016-17,Sabri Sankalp Abhiyaan,The Sabri Sankalp Abhiyaan was launched in Uttar pradesh to eradicate malnutrition initially started in 29 districts. Under this scheme the amount is directly transferred to the beneficiary's account.,Actuals,NA,In Rs. Crore
Uttar Pradesh,2017-18,Sabri Sankalp Abhiyaan,The Sabri Sankalp Abhiyaan was launched in Uttar pradesh to eradicate malnutrition initially started in 29 districts. Under this scheme the amount is directly transferred to the beneficiary's account.,Budget Estimates,262.0,In Rs. Crore
Uttar Pradesh,2017-18,Sabri Sankalp Abhiyaan,The Sabri Sankalp Abhiyaan was launched in Uttar pradesh to eradicate malnutrition initially started in 29 districts. Under this scheme the amount is directly transferred to the beneficiary's account.,Revised Estimates,262.0,In Rs. Crore
Uttar Pradesh,2017-18,Sabri Sankalp Abhiyaan,The Sabri Sankalp Abhiyaan was launched in Uttar pradesh to eradicate malnutrition initially started in 29 districts. Under this scheme the amount is directly transferred to the beneficiary's account.,Actuals,NA,In Rs. Crore
Uttar Pradesh,2018-19,Sabri Sankalp Abhiyaan,The Sabri Sankalp Abhiyaan was launched in Uttar pradesh to eradicate malnutrition initially started in 29 districts. Under this scheme the amount is directly transferred to the beneficiary's account.,Budget Estimates,524.0,In Rs. Crore
Uttar Pradesh,2018-19,Sabri Sankalp Abhiyaan,The Sabri Sankalp Abhiyaan was launched in Uttar pradesh to eradicate malnutrition initially started in 29 districts. Under this scheme the amount is directly transferred to the beneficiary's account.,Revised Estimates,524.0,In Rs. Crore
Uttar Pradesh,2018-19,Sabri Sankalp Abhiyaan,The Sabri Sankalp Abhiyaan was launched in Uttar pradesh to eradicate malnutrition initially started in 29 districts. Under this scheme the amount is directly transferred to the beneficiary's account.,Actuals,4.0,In Rs. Crore
Uttar Pradesh,2019-20,Sabri Sankalp Abhiyaan,The Sabri Sankalp Abhiyaan was launched in Uttar pradesh to eradicate malnutrition initially started in 29 districts. Under this scheme the amount is directly transferred to the beneficiary's account.,Budget Estimates,200.0,In Rs. Crore
Uttar Pradesh,2019-20,Sabri Sankalp Abhiyaan,The Sabri Sankalp Abhiyaan was launched in Uttar pradesh to eradicate malnutrition initially started in 29 districts. Under this scheme the amount is directly transferred to the beneficiary's account.,Revised Estimates,200.0,In Rs. Crore
Uttar Pradesh,2019-20,Sabri Sankalp Abhiyaan,The Sabri Sankalp Abhiyaan was launched in Uttar pradesh to eradicate malnutrition initially started in 29 districts. Under this scheme the amount is directly transferred to the beneficiary's account.,Actuals,NA,In Rs. Crore
Uttar Pradesh,2020-21,Sabri Sankalp Abhiyaan,The Sabri Sankalp Abhiyaan was launched in Uttar pradesh to eradicate malnutrition initially started in 29 districts. Under this scheme the amount is directly transferred to the beneficiary's account.,Budget Estimates,100.0,In Rs. Crore
Uttar Pradesh,2020-21,Sabri Sankalp Abhiyaan,The Sabri Sankalp Abhiyaan was launched in Uttar pradesh to eradicate malnutrition initially started in 29 districts. Under this scheme the amount is directly transferred to the beneficiary's account.,Revised Estimates,100.0,In Rs. Crore
Uttar Pradesh,2020-21,Sabri Sankalp Abhiyaan,The Sabri Sankalp Abhiyaan was launched in Uttar pradesh to eradicate malnutrition initially started in 29 districts. Under this scheme the amount is directly transferred to the beneficiary's account.,Actuals,0.0,In Rs. Crore
Uttar Pradesh,2021-22,Sabri Sankalp Abhiyaan,The Sabri Sankalp Abhiyaan was launched in Uttar pradesh to eradicate malnutrition initially started in 29 districts. Under this scheme the amount is directly transferred to the beneficiary's account.,Budget Estimates,0.0,In Rs. Crore
Uttar Pradesh,2021-22,Sabri Sankalp Abhiyaan,The Sabri Sankalp Abhiyaan was launched in Uttar pradesh to eradicate malnutrition initially started in 29 districts. Under this scheme the amount is directly transferred to the beneficiary's account.,Revised Estimates,0.0,In Rs. Crore
Uttar Pradesh,2021-22,Sabri Sankalp Abhiyaan,The Sabri Sankalp Abhiyaan was launched in Uttar pradesh to eradicate malnutrition initially started in 29 districts. Under this scheme the amount is directly transferred to the beneficiary's account.,,NA,In Rs. Crore
Uttar Pradesh,2022-23,Sabri Sankalp Abhiyaan,The Sabri Sankalp Abhiyaan was launched in Uttar pradesh to eradicate malnutrition initially started in 29 districts. Under this scheme the amount is directly transferred to the beneficiary's account.,,NA,In Rs. Crore
Uttar Pradesh,2022-23,Sabri Sankalp Abhiyaan,The Sabri Sankalp Abhiyaan was launched in Uttar pradesh to eradicate malnutrition initially started in 29 districts. Under this scheme the amount is directly transferred to the beneficiary's account.,,NA,In Rs. Crore
Uttar Pradesh,2023-24,Sabri Sankalp Abhiyaan,The Sabri Sankalp Abhiyaan was launched in Uttar pradesh to eradicate malnutrition initially started in 29 districts. Under this scheme the amount is directly transferred to the beneficiary's account.,,NA,In Rs. Crore
Uttar Pradesh,2015-16,Mukhya Mantri Samoohik Vivah Yojana,The Uttar Pradesh Chief Minister has initiated a scheme called Chief Minister Samuhik Vivah Yojana under the Social Welfare Department. Poor families in the state can get married under this scheme. An amount of Rs. 35000 will be spent by the UP government for each new couple in the state for their marriage out of which Rs.20000 will be directly transferred to the bank account of the beneficiaries. Along with this a mobile phone and some other household items will be provided as a gift. ,Budget Estimates,0.0,In Rs. Crore
Uttar Pradesh,2015-16,Mukhya Mantri Samoohik Vivah Yojana,The Uttar Pradesh Chief Minister has initiated a scheme called Chief Minister Samuhik Vivah Yojana under the Social Welfare Department. Poor families in the state can get married under this scheme. An amount of Rs. 35000 will be spent by the UP government for each new couple in the state for their marriage out of which Rs.20000 will be directly transferred to the bank account of the beneficiaries. Along with this a mobile phone and some other household items will be provided as a gift. ,Revised Estimates,0.0,In Rs. Crore
Uttar Pradesh,2015-16,Mukhya Mantri Samoohik Vivah Yojana,The Uttar Pradesh Chief Minister has initiated a scheme called Chief Minister Samuhik Vivah Yojana under the Social Welfare Department. Poor families in the state can get married under this scheme. An amount of Rs. 35000 will be spent by the UP government for each new couple in the state for their marriage out of which Rs.20000 will be directly transferred to the bank account of the beneficiaries. Along with this a mobile phone and some other household items will be provided as a gift. ,Actuals,0.0,In Rs. Crore
Uttar Pradesh,2016-17,Mukhya Mantri Samoohik Vivah Yojana,The Uttar Pradesh Chief Minister has initiated a scheme called Chief Minister Samuhik Vivah Yojana under the Social Welfare Department. Poor families in the state can get married under this scheme. An amount of Rs. 35000 will be spent by the UP government for each new couple in the state for their marriage out of which Rs.20000 will be directly transferred to the bank account of the beneficiaries. Along with this a mobile phone and some other household items will be provided as a gift. ,Budget Estimates,0.0,In Rs. Crore
Uttar Pradesh,2016-17,Mukhya Mantri Samoohik Vivah Yojana,The Uttar Pradesh Chief Minister has initiated a scheme called Chief Minister Samuhik Vivah Yojana under the Social Welfare Department. Poor families in the state can get married under this scheme. An amount of Rs. 35000 will be spent by the UP government for each new couple in the state for their marriage out of which Rs.20000 will be directly transferred to the bank account of the beneficiaries. Along with this a mobile phone and some other household items will be provided as a gift. ,Revised Estimates,0.0,In Rs. Crore
Uttar Pradesh,2016-17,Mukhya Mantri Samoohik Vivah Yojana,The Uttar Pradesh Chief Minister has initiated a scheme called Chief Minister Samuhik Vivah Yojana under the Social Welfare Department. Poor families in the state can get married under this scheme. An amount of Rs. 35000 will be spent by the UP government for each new couple in the state for their marriage out of which Rs.20000 will be directly transferred to the bank account of the beneficiaries. Along with this a mobile phone and some other household items will be provided as a gift. ,Actuals,0.0,In Rs. Crore
Uttar Pradesh,2017-18,Mukhya Mantri Samoohik Vivah Yojana,The Uttar Pradesh Chief Minister has initiated a scheme called Chief Minister Samuhik Vivah Yojana under the Social Welfare Department. Poor families in the state can get married under this scheme. An amount of Rs. 35000 will be spent by the UP government for each new couple in the state for their marriage out of which Rs.20000 will be directly transferred to the bank account of the beneficiaries. Along with this a mobile phone and some other household items will be provided as a gift. ,Budget Estimates,250.0,In Rs. Crore
Uttar Pradesh,2017-18,Mukhya Mantri Samoohik Vivah Yojana,The Uttar Pradesh Chief Minister has initiated a scheme called Chief Minister Samuhik Vivah Yojana under the Social Welfare Department. Poor families in the state can get married under this scheme. An amount of Rs. 35000 will be spent by the UP government for each new couple in the state for their marriage out of which Rs.20000 will be directly transferred to the bank account of the beneficiaries. Along with this a mobile phone and some other household items will be provided as a gift. ,Revised Estimates,237.5,In Rs. Crore
